topic_index,topic_title,tag_name,question_index,question_id,part,question,answer
38,外国的短期停留,事件,2,6074,3,How can people demonstrate their abilities when working in a foreign country?,"I think the best way is to combine personal effort with support from the wider environment. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
38,外国的短期停留,事件,3,6073,3,What important skills do people need when working in companies?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
38,外国的短期停留,事件,4,6072,3,Why do some people not like working in a foreign country?,"The main reason is that people's choices are shaped by both practical needs and emotions. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
39,鼓励你保护自然的人,人物,1,6060,2,Describe a person who encouraged you to protect the nature You should say: Who he/she is How he/she encouraged you What he/she encouraged you to do And explain how you feel about this person,"I would like to talk about Sophie, who is a good example of a person who encouraged you to protect the nature. I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Sophie last summer, and what stood out to me was the way this person behaved in ordinary situations. We spent time together near a park by the river, and I noticed that Sophie was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Sophie did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Sophie so clearly is connected with environment and nature. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Sophie."
39,鼓励你保护自然的人,人物,2,6063,3,Do you think there should be laws to protect nature?,"Yes, generally speaking, but I would add one condition. Governments need clear rules, but individuals also need habits that support those rules. Otherwise, environmental protection becomes a slogan rather than a daily practice. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
39,鼓励你保护自然的人,人物,3,6062,3,Should schools teach children to get close to nature?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
39,鼓励你保护自然的人,人物,4,6061,3,How can parents teach their children to protect nature?,"I think the best way is to combine personal effort with support from the wider environment. Governments need clear rules, but individuals also need habits that support those rules. Otherwise, environmental protection becomes a slogan rather than a daily practice. Different groups may need different approaches, so a flexible answer is usually more realistic."
40,想拥有的科技产品,事物,1,6059,2,Describe a piece of technology(not a phone)that you would like to own You should say: What it is How much it costs What you willuse it for And explain why you would like to own it,"I would like to talk about a small desk lamp, which is a suitable example of a piece of technology(not a phone)that I would like to own. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it a few months ago, and I mainly used it at home when I urgently needed to finish something online. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember trying different solutions instead of panicking. That small routine made me feel more organised and more in control of my day.

This object is connected with technology and modern life. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
40,想拥有的科技产品,事物,2,6069,3,What are the differences between making friends in real life and online?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
40,想拥有的科技产品,事物,3,6068,3,What negative effects does technology have on people's relationships?,"In my opinion, the key point is balance. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. The main risk is choosing the easiest short-term solution and ignoring the long-term cost."
40,想拥有的科技产品,事物,4,6067,3,Do you think technology has changed the way people communicate?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
40,想拥有的科技产品,事物,5,6066,3,What are the differences between online and face-to-face communication?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
40,想拥有的科技产品,事物,6,6065,3,What technology do young people like to use?,"In my opinion, the key point is balance. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. Different groups may need different approaches, so a flexible answer is usually more realistic."
40,想拥有的科技产品,事物,7,6064,3,What are the differences between the technology of the past and that of today?,"In my opinion, the key point is balance. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
41,机智解决问题的人,人物,1,6052,2,Describe a person who solved a problem in a smart way You should say: Who this person is What the problem was How he/she solved it And explain why you think he/she did it in a smart way,"I would like to talk about Mia, who is a good example of a person who solved a problem in a smart way. I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Mia when I was in high school, and what stood out to me was the way this person behaved in ordinary situations. We spent time together in a normal daily situation that became surprisingly memorable, and I noticed that Mia was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Mia did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Mia so clearly is connected with personal growth and problem solving. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Mia."
41,机智解决问题的人,人物,2,6058,3,Why does modern society need talents of all kinds?,"The main reason is that people's choices are shaped by both practical needs and emotions. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
41,机智解决问题的人,人物,3,6057,3,Why are some people well-rounded and others only good at one thing?,"The main reason is that people's choices are shaped by both practical needs and emotions. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
41,机智解决问题的人,人物,4,6056,3,How do children become smart at school?,"I think the best way is to combine personal effort with support from the wider environment. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
41,机智解决问题的人,人物,5,6054,3,Do you think children are born smart or they learn to become smart?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
42,擅长做计划的人,人物,1,6045,2,Describe a person who makes plans a lot You should say: Who he/she is How you knew him/her How you knew him/her What plans he/she makes And explain how you feel about this person,"I would like to talk about Kevin, who is a good example of a person who makes plans a lot. I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Kevin last spring, and what stood out to me was the way this person behaved in ordinary situations. We spent time together during a school project meeting, and I noticed that Kevin was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Kevin did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Kevin so clearly is connected with work, business, and teamwork. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Kevin."
42,擅长做计划的人,人物,2,6055,3,Do you think choosing a college major is closely related to a person's future career?,"Yes, generally speaking, but I would add one condition. A city needs reliable buses and trains, better road planning, and rules that make private car use less necessary during peak hours. One solution by itself usually just moves the problem somewhere else. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
42,擅长做计划的人,人物,3,6053,3,Is making study plans popular among young people?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
42,擅长做计划的人,人物,4,6051,3,What activities do we need to plan ahead?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
42,擅长做计划的人,人物,5,6050,3,Should children ask their teachers or parents for advice when making plans?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
42,擅长做计划的人,人物,6,6049,3,Do you think children should plan their future careers?,"Yes, generally speaking, but I would add one condition. A city needs reliable buses and trains, better road planning, and rules that make private car use less necessary during peak hours. One solution by itself usually just moves the problem somewhere else. Different groups may need different approaches, so a flexible answer is usually more realistic."
42,擅长做计划的人,人物,7,6048,3,Do you think it's important to plan ahead?,"Yes, generally speaking, but I would add one condition. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
43,喜欢画画的孩子,事物,1,6037,2,Describe a child you know who likes drawing/painting very much You should say: How you knew him/her What he/she is like How often he/she draws/paints And explain why you think he/she likes drawing/painting,"I would like to talk about a language-learning app, which is a suitable example of a child I know who likes drawing/painting very much. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it during the winter holiday, and I mainly used it on my phone after dinner. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember paying attention to the message rather than just the famous face or the visual effects. That small routine made me feel more organised and more in control of my day.

This object is connected with arts, media, and entertainment. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
43,喜欢画画的孩子,事物,2,6043,3,How do artworks inspire people?,"I think the best way is to combine personal effort with support from the wider environment. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
43,喜欢画画的孩子,事物,3,6042,3,Do you think galleries and museums should be free of charge?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
43,喜欢画画的孩子,事物,4,6040,3,Why do some people visit galleries ormuseums instead of viewing artworks online?,"The main reason is that people's choices are shaped by both practical needs and emotions. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. Different groups may need different approaches, so a flexible answer is usually more realistic."
43,喜欢画画的孩子,事物,5,6039,3,Why do most children draw more often than adults do?,"The main reason is that people's choices are shaped by both practical needs and emotions. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. Different groups may need different approaches, so a flexible answer is usually more realistic."
43,喜欢画画的孩子,事物,6,6038,3,What is the right age for a child to learn drawing?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
44,有趣的建筑,地点,1,6036,2,Describe an interesting building You should say: Where it is What it looks like What function it has And explain why you think it is interesting,"I am going to describe Xiamen, because it matches the idea of an interesting building very well. It is not the most famous place in the world, but it left a strong impression on me.

I went there one Saturday afternoon. The part I remember best was in a walkable neighbourhood with small shops and trees. The streets were easy to walk around, the pace of life felt slower than in my own area, and there were enough details to keep me curious. I spent most of my time taking photos, comparing routes, and talking to local people, and that made the visit feel personal rather than like a checklist of tourist attractions.

What I liked most was the atmosphere. It connected with places, homes, and cities, because the place helped me understand how environment can influence mood and behaviour. I felt relaxed, but also alert, as if I was noticing things more carefully than usual. If someone asked me why this place mattered to me, I would say it gave me a clear memory: simple, specific, and emotionally positive."
44,有趣的建筑,地点,2,6047,3,Why do people like to visit historical sites?,"The main reason is that people's choices are shaped by both practical needs and emotions. People do not only judge a place by appearance. Safety, convenience, cost, local culture, and personal memories all affect their opinion. Different groups may need different approaches, so a flexible answer is usually more realistic."
44,有趣的建筑,地点,3,6046,3,Is it more important for a building to look good on the outside or on the inside?,"Yes, generally speaking, but I would add one condition. People do not only judge a place by appearance. Safety, convenience, cost, local culture, and personal memories all affect their opinion. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
44,有趣的建筑,地点,4,6044,3,Is it worth spending a lot of money on the exterior appearance of a building?,"Yes, generally speaking, but I would add one condition. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
44,有趣的建筑,地点,5,6041,3,What types of buildings are popular in your country?,"In my opinion, the key point is balance. People do not only judge a place by appearance. Safety, convenience, cost, local culture, and personal memories all affect their opinion. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
45,App/ 程序,事物,1,6029,2,Describe a program or app on your computer or phone You should say: What it is When/how you use it Where you found it And explain how you feel about it,"I would like to talk about a pair of wireless earbuds, which is a suitable example of a program or app on my computer or phone. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it last summer, and I mainly used it at home when I urgently needed to finish something online. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember trying different solutions instead of panicking. That small routine made me feel more organised and more in control of my day.

This object is connected with technology and modern life. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
45,App/ 程序,事物,2,6035,3,Do you think young people rely more and more on these programs?,"Yes, generally speaking, but I would add one condition. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. Different groups may need different approaches, so a flexible answer is usually more realistic."
45,App/ 程序,事物,3,6034,3,Should parents limit their children using computer programs and computer games?,"In my opinion, the key point is balance. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. Different groups may need different approaches, so a flexible answer is usually more realistic."
45,App/ 程序,事物,4,6033,3,What apps are popular in your country?Why?,"In my opinion, the key point is balance. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
45,App/ 程序,事物,5,6032,3,Why do some people not like using apps?,"The main reason is that people's choices are shaped by both practical needs and emotions. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. Different groups may need different approaches, so a flexible answer is usually more realistic."
45,App/ 程序,事物,6,6031,3,What are the differences between old and young people when using apps?,"In my opinion, the key point is balance. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. Different groups may need different approaches, so a flexible answer is usually more realistic."
46,完美工作,事件,1,6007,2,Describe your perfect job You should say: What it is Where you heard about it from What you need to learn to get the job And explain why you think it is your perfect job,"I would like to describe my perfect job. It happened a few months ago, and although it was not a huge event, it was memorable because I had to react in a sensible way.

The situation took place in a small study room after class. At the beginning, I thought it would be straightforward, but it soon became more complicated than expected. I ended up repeating useful phrases aloud and recording myself for feedback. During the process, I had to communicate clearly, manage my emotions, and make a few quick decisions. That is probably why the memory stayed with me.

The experience is closely related to language learning and education. What I learned was that a small situation can still reveal a lot about a person's attitude. I felt a bit nervous at first, but afterwards I felt proud because I had handled it calmly. Overall, it was a realistic experience: not perfect, not dramatic, but definitely useful for my personal growth."
46,完美工作,事件,2,6011,3,Is salary the main reason people choose a certain job?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
46,完美工作,事件,3,6010,3,What should people consider when choosing jobs?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
46,完美工作,事件,4,6009,3,Do people's ideal jobs change as they grow up?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
46,完美工作,事件,5,6008,3,What jobs do children want to do when they grow up?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
47,朋友学的技能,人物,1,5992,2,Describe one of your friends who learned a skill from someone(not a teacher) You should say: Who he/she is What skill he/she learned How he/she learned And explain whether it would be easier to learn from a teacher,"I would like to talk about Ivy, who is a good example of one of my friends who learned a skill from someone(not a teacher). I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Ivy when I was in high school, and what stood out to me was the way this person behaved in ordinary situations. We spent time together after school, when we had plenty of time but very little money, and I noticed that Ivy was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Ivy did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Ivy so clearly is connected with friendship and communication. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Ivy."
47,朋友学的技能,人物,2,5998,3,Do you think it is good for older adults to continue learning?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
47,朋友学的技能,人物,3,5997,3,Do you think enterprises should provide training for their employees?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
47,朋友学的技能,人物,4,5996,3,Is it better to focus on a few subjects or to learn many subjects?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
47,朋友学的技能,人物,5,5995,3,Do you think there are too many subjects for students to learn?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
47,朋友学的技能,人物,6,5994,3,Should teachers make learning in their classes fun?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
47,朋友学的技能,人物,7,5993,3,Is it necessary to keep learning after graduating from school?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
48,不享受的音乐活动,事件,1,5987,2,Describe a music event that you didn't enjoy You should say: What it was Who you went with Why you decided to go there And explain why you didn't enjoy it,"I would like to describe a music event that you didn't enjoy. It happened last spring, and although it was not a huge event, it was memorable because I had to react in a sensible way.

The situation took place on my phone after dinner. At the beginning, I thought it would be straightforward, but it soon became more complicated than expected. I ended up paying attention to the message rather than just the famous face or the visual effects. During the process, I had to communicate clearly, manage my emotions, and make a few quick decisions. That is probably why the memory stayed with me.

The experience is closely related to arts, media, and entertainment. What I learned was that a small situation can still reveal a lot about a person's attitude. I felt a bit nervous at first, but afterwards I felt proud because I had handled it calmly. Overall, it was a realistic experience: not perfect, not dramatic, but definitely useful for my personal growth."
48,不享受的音乐活动,事件,2,5991,3,What kind of music events are there in your country?,"In my opinion, the key point is balance. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
48,不享受的音乐活动,事件,3,5990,3,What are the differences between old and young people's music preferences?,"In my opinion, the key point is balance. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. Different groups may need different approaches, so a flexible answer is usually more realistic."
48,不享受的音乐活动,事件,4,5989,3,Do you think children should receive some musical education?,"Yes, generally speaking, but I would add one condition. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. Different groups may need different approaches, so a flexible answer is usually more realistic."
48,不享受的音乐活动,事件,5,5988,3,What kind of music events do people like today?,"In my opinion, the key point is balance. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. Different groups may need different approaches, so a flexible answer is usually more realistic."
49,弄坏东西,事件,1,5877,2,Describe a time when you broke something You should say What it was When/where that happened How you broke it And explain what you did after it,"I would like to talk about a language-learning app, which is a suitable example of a time when you broke something. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it during the winter holiday, and I mainly used it at home when I urgently needed to finish something online. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember trying different solutions instead of panicking. That small routine made me feel more organised and more in control of my day.

This object is connected with technology and modern life. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
49,弄坏东西,事件,2,5881,3,Do you think handmade clothes are more valuable?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
49,弄坏东西,事件,3,5880,3,Do you think clothes produced in the factory are of better quality than those made by hand?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
49,弄坏东西,事件,4,5879,3,What kind of people like to fix things by themselves?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
49,弄坏东西,事件,5,5878,3,What kind of things are more likely to be broken by people at home?,"In my opinion, the key point is balance. People do not only judge a place by appearance. Safety, convenience, cost, local culture, and personal memories all affect their opinion. Different groups may need different approaches, so a flexible answer is usually more realistic."
50,传统故事,事件,1,5851,2,Describe an interesting traditional story You should say What the story is about When/how you knew it Who told you the story And explain how you felt when you first heard it,"I would like to talk about an old notebook, which is a suitable example of an interesting traditional story. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it one Saturday afternoon, and I mainly used it on my phone after dinner. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember paying attention to the message rather than just the famous face or the visual effects. That small routine made me feel more organised and more in control of my day.

This object is connected with arts, media, and entertainment. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
50,传统故事,事件,2,5857,3,Is a good storyline important for a movie?,"In my opinion, the key point is balance. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
50,传统故事,事件,3,5856,3,Do all stories for children have happy endings?,"In my opinion, the key point is balance. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. Different groups may need different approaches, so a flexible answer is usually more realistic."
50,传统故事,事件,4,5855,3,What can children learn from stories?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
50,传统故事,事件,5,5854,3,Why do most children like listening to stories before bedtime?,"The main reason is that people's choices are shaped by both practical needs and emotions. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
50,传统故事,事件,6,5853,3,What are the benefits of bedtime stories for children?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
50,传统故事,事件,7,5852,3,What kind of stories do children like?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
51,突然停电,事件,1,5846,2,Describe a time when the electricity suddenly when off You should say When/where it happened How long it lasted What you did during the time And explain how you felt about it,"I am going to describe Suzhou, because it matches the idea of a time when the electricity suddenly when off very well. It is not the most famous place in the world, but it left a strong impression on me.

I went there last summer. The part I remember best was at home when I urgently needed to finish something online. The streets were easy to walk around, the pace of life felt slower than in my own area, and there were enough details to keep me curious. I spent most of my time trying different solutions instead of panicking, and that made the visit feel personal rather than like a checklist of tourist attractions.

What I liked most was the atmosphere. It connected with technology and modern life, because the place helped me understand how environment can influence mood and behaviour. I felt relaxed, but also alert, as if I was noticing things more carefully than usual. If someone asked me why this place mattered to me, I would say it gave me a clear memory: simple, specific, and emotionally positive."
51,突然停电,事件,2,5850,3,How did people manage to live without electricity in the ancient world?,"I think the best way is to combine personal effort with support from the wider environment. People do not only judge a place by appearance. Safety, convenience, cost, local culture, and personal memories all affect their opinion. Different groups may need different approaches, so a flexible answer is usually more realistic."
51,突然停电,事件,3,5849,3,"Which is better, electric cars or petrol cars?","It depends on the purpose, but I would normally choose the option that creates longer-term value. A city needs reliable buses and trains, better road planning, and rules that make private car use less necessary during peak hours. One solution by itself usually just moves the problem somewhere else. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
51,突然停电,事件,4,5848,3,Do you think electric bicycles will replace ordinary bicycles in the future?,"Yes, generally speaking, but I would add one condition. People do not only judge a place by appearance. Safety, convenience, cost, local culture, and personal memories all affect their opinion. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
51,突然停电,事件,5,5847,3,"Which is better, electric bicycles or ordinary bicycles?","It depends on the purpose, but I would normally choose the option that creates longer-term value. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
52,有好习惯的朋友,人物,1,5840,2,Describe a good habit your friend has and you want to develop You should say How he/she is What good habit he/she has When/how you notices the good habit And explain how you will develop the some habit,"I would like to talk about Kevin, who is a good example of a good habit my friend has and you want to develop. I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Kevin a few months ago, and what stood out to me was the way this person behaved in ordinary situations. We spent time together after school, when we had plenty of time but very little money, and I noticed that Kevin was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Kevin did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Kevin so clearly is connected with friendship and communication. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Kevin."
52,有好习惯的朋友,人物,2,5845,3,Do you think a person’s good habits would influence those around him/her? How?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
52,有好习惯的朋友,人物,3,5844,3,What can we do to get rid of bad habit?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. The main risk is choosing the easiest short-term solution and ignoring the long-term cost."
52,有好习惯的朋友,人物,4,5843,3,Why do we develop bad habit?,"The main reason is that people's choices are shaped by both practical needs and emotions. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. The main risk is choosing the easiest short-term solution and ignoring the long-term cost."
